Desc,Cantidad,Valor,Fecha,Lugar,UUID
HEB CUCHARASMEDBLANCO48PZ,1,15.43,2014-09-08T09:25:07,,7d053875-a0ad-4f66-a7c5-bd25b7be5b25
STEVIA SUSTITUTO D AZUCAR,1,35,2014-09-08T09:25:07,,7d053875-a0ad-4f66-a7c5-bd25b7be5b25
QUAKER GALLETAS AVENA M/C,1,23.98,2014-09-08T09:25:07,,7d053875-a0ad-4f66-a7c5-bd25b7be5b25
CIEL AGUA NATURAL 6PZAS 6,1,21.9,2014-09-08T09:25:07,,7d053875-a0ad-4f66-a7c5-bd25b7be5b25
COSTENITO CAFE TOSTADO Y,1,69.9,2014-09-08T09:25:07,,7d053875-a0ad-4f66-a7c5-bd25b7be5b25
GAMESA GALLETAS CREMA D/N,1,30.46,2014-09-08T09:25:07,,7d053875-a0ad-4f66-a7c5-bd25b7be5b25
COCA COLA 8PACK LATA,2,51.72,2014-09-08T09:25:07,,7d053875-a0ad-4f66-a7c5-bd25b7be5b25
CONSUMO,1,145.69,2014-08-24T16:57:09,97295,7200e5d8-d54d-4c51-b098-af36df7e8fe6
CARTUCHO CANON CL4,1,499.14,2014-04-08T10:35:02,97133,7BD3D2A8-AF9B-4587-A515-083DB095B53E
ALIMENTOS Y BEBIDA,1,177.59,2014-04-28T19:13:49,9220,F06D81C7-BEAA-428C-B92B-97D26D46FA64
ALIMENTOS Y BEBIDA,1,143.1,2014-04-28T19:13:49,9220,F06D81C7-BEAA-428C-B92B-97D26D46FA64
CONSUMO DE ALIMENTOS,1,862.07,2014-09-23T17:48:35,78260,079F4998-9425-44E5-886E-6CE9DA7BD611
ESTACIONAMIENTO,1,73.28,2014-07-19T14:06:23,66268,9335D08C-B587-4160-A5E0-93A70116FF3F
CONCHA CHOCOLATE,2,7.76,2014-06-30T18:28:50,42822,cb7067d9-5835-4f0b-8d41-262dfe3bfced
PKT HUEVOS CON JAMON,1,71.55,2014-06-30T18:28:50,42822,cb7067d9-5835-4f0b-8d41-262dfe3bfced
PK LECHERO NORMAL,1,12.93,2014-06-30T18:28:50,42822,cb7067d9-5835-4f0b-8d41-262dfe3bfced
LECHERO,1,24.14,2014-06-30T18:28:50,42822,cb7067d9-5835-4f0b-8d41-262dfe3bfced
CONSUMO SEGÚN FOLIO 7214 DE FECHA 03/07/2014,1,213.79,2014-07-15T09:55:37,64988,a02a8e23-06f6-4805-bf57-ac3547bb23d3
Alimentos ( 4),1,704.38,2014-06-06T10:13:09,,500C0F53-73B9-48BE-CE4E-795B835144E8
Pension de Julio 2014,1,689.66,2014-07-17T11:30:44,64060,AAC41E0F-87FB-4594-8C4B-4E88590A2CBE
Tarjeta deAcceso,1,129.31,2014-07-17T11:30:44,64060,AAC41E0F-87FB-4594-8C4B-4E88590A2CBE
consumo,1,431.03,2014-03-13T15:13:58,37510,BD4EF671-E01D-475C-8332-7BB4AD403E05
CONSUMO SEGÚN FOLIO 5107 DE FECHA 19/06/2014,1,248.28,2014-06-22T18:38:55,37530,838c7c7c-a899-489a-a81b-719be0a7d9cb
Servicio de Transportacion Aerea LAP-CUL,1,830,2014-04-11T18:55:43,23469,e09eb65d-d67d-4fd2-bff1-c684a9caec65
Servicio de Uso de Aeropuerto,1,287.39,2014-04-11T18:55:43,23469,e09eb65d-d67d-4fd2-bff1-c684a9caec65
CONSUMO,1,156.04,2014-07-02T14:46:21,49000,22A9E8E0-0946-4FC2-B935-5C4A98FEBE02
CONSUMO,1,534.48,2014-10-03T16:30:49,58280,5ABAC9FC-1F71-48E6-816A-1E5C39E11AAC
HOSPEDAJE,1,1694.91,2014-05-09T17:12:09,90000,A8025B11-19E8-42E1-8452-93718CFCB6B0
CONSUMO,1,91.38,2014-09-11T12:09:23,97116,82FC68E6-E2B0-406D-979C-7EF4072F18CD
ALIMENTOS Y BEBIDA,1,95.26,2014-04-24T10:06:39,77084,81EAB7B2-7671-4411-B876-8897F09EF6A8
CONSUMO SEGÚN FOLIO 4069 DE FECHA 01/04/2014,1,862,2014-04-27T14:29:01,44130,20c28ab9-bc9a-4930-9f8e-dafc375f4a5a
CONSUMO,1,118.97,2014-03-31T09:00:34,15620,5E7B45EC-7C40-4035-8B18-32605EC91D7A
JGO BALATAS DEL.  D1060AC20A,1,1059.91,2014-07-23T15:54:25,55148,CA8378CA-651D-4497-B5BA-668BD810857E
LIMPIADOR SIST.,1,37.64,2014-07-23T15:54:25,55148,CA8378CA-651D-4497-B5BA-668BD810857E
LIMPIEZA Y AJUSTE DE FRENOS Y CAMBIO DE BALATAS DEL.,3,300,2014-07-23T15:54:25,55148,CA8378CA-651D-4497-B5BA-668BD810857E
RECTIFICADO DE DISCOS,1,207,2014-07-23T15:54:25,55148,CA8378CA-651D-4497-B5BA-668BD810857E
pago por uso de estacionamiento,1,146.55,2014-08-20T17:18:15,52763,048EC5BA-154A-4BAE-A604-164FB67336A1
ALIMENTOS Y BEBIDAS,1,104.31,2014-06-26T17:37:04,,d1f21bc2-74d9-4399-88e1-5d1634dff092
CONSUMO,1,787.93,2014-04-03T22:22:06,11550,2FA8C8C0-3871-4354-B0C5-5EB431FC8DF7
CONSUMO SEGÚN FOLIO 4489 DE FECHA 17/07/2014,1,438.79,2014-07-22T12:17:25,5109,78dfeb14-a2f9-47a2-84d8-53bdd73b2b24
CONSUMO SEGÚN FOLIO 7944 DE FECHA 27/05/2014,1,461.2,2014-06-05T11:08:02,77500,5eec3351-f58f-4cda-87aa-504b5523b268
RENTA DE PC (HORA),4,21.5525,2014-06-12T12:15:11,64050,61B4EDC6-8240-4003-BF52-7079C26A33D4
195/55 R16 CONTIPROCONTAC,1,1665,2014-08-28T16:29:24,22000,5d003123-44f3-4fe6-9dad-82fbfa765cab
ALINEACION,1,200,2014-08-28T16:29:24,22000,5d003123-44f3-4fe6-9dad-82fbfa765cab
BALANCEO,1,50,2014-08-28T16:29:24,22000,5d003123-44f3-4fe6-9dad-82fbfa765cab
MONTAJES,1,30,2014-08-28T16:29:24,22000,5d003123-44f3-4fe6-9dad-82fbfa765cab
CONSUMO DE ALIMENTOS SEGUN TICK 171613,1,2586.21,2014-06-10T20:10:49,68000,5DC2E4A9-EA67-4F2E-BA0C-D630E93401FC
CONSUMO DE ALIMENTOS,1,93.97,2014-06-11T23:35:48,23000,5C672D64-AF1A-4D24-B83B-E645215CCA28
HEB CHAROLA CLUB SANDWICH,1,137.07,2014-09-23T15:09:41,,79266b0d-28b2-458c-940b-06a67a102c70
HEB CHAROLA MARINITAS,1,128.45,2014-09-23T15:09:41,,79266b0d-28b2-458c-940b-06a67a102c70
LIGA OD COLORES ¹18 100g,2,18.53,2014-09-01T19:49:51,89330,5C128316-1AE2-41CB-A317-A062E3FAAEB3
FOLDERS CARTA COLORES OD C/25,1,58.53,2014-09-01T19:49:51,89330,5C128316-1AE2-41CB-A317-A062E3FAAEB3
PAPEL PREMIUM OD CARTA RESMA,1,42.16,2014-09-01T19:49:51,89330,5C128316-1AE2-41CB-A317-A062E3FAAEB3
CARTUCHO EPSON 196 XP-401 NGO,1,145.69,2014-09-01T19:49:51,89330,5C128316-1AE2-41CB-A317-A062E3FAAEB3
CONSUMO,1,100,2014-06-10T21:17:25,63175,168517E1-7FEA-42E2-A892-B627E2045261
CONSUMO,1,155.18,2014-07-20T19:14:15,86035,2097165C-7545-40A8-ACBF-7618EE61074C
ALIMENTOS Y BEBIDA,1,102.41,2014-04-21T22:37:15,96558,03C00565-3C3F-45E2-9D63-79620DB2ABF5
CONSUMO DE ALIMENTOS,1,124.14,2014-09-12T09:34:51,53310,ed2e68a2-3827-4d3f-857e-c1052819ad48
CONSUMO,1,386.21,2014-05-22T19:28:26,88280,18BEFBAF-91B0-415E-8412-93CF4575BDDA
ALINEACION DE RUEDAS,1,215.5172,2014-02-01T11:18:53,39890,5BDF0742-CDF5-4F6B-9937-DF1CB00274ED
ACEITE MOTOR 5W30,5,60,2014-02-01T11:18:53,39890,5BDF0742-CDF5-4F6B-9937-DF1CB00274ED
LAINA,1,20,2014-02-01T11:18:53,39890,5BDF0742-CDF5-4F6B-9937-DF1CB00274ED
CARTUCHO,1,60,2014-02-01T11:18:53,39890,5BDF0742-CDF5-4F6B-9937-DF1CB00274ED
"10,30,50,70,90 MIL KMS MAZDA3",1,391.5517,2014-02-01T11:18:53,39890,5BDF0742-CDF5-4F6B-9937-DF1CB00274ED
BUJIA,4,250,2014-02-01T11:18:53,39890,5BDF0742-CDF5-4F6B-9937-DF1CB00274ED
LIMPIADOR INYECTORES,1,160,2014-02-01T11:18:53,39890,5BDF0742-CDF5-4F6B-9937-DF1CB00274ED
CAMBIO DE BUJIAS 4 CILINDROS,1,327.5862,2014-02-01T11:18:53,39890,5BDF0742-CDF5-4F6B-9937-DF1CB00274ED
LIMPIADOR SIST. COMBUSTIBLE H2OFF,1,301.7241,2014-02-01T11:18:53,39890,5BDF0742-CDF5-4F6B-9937-DF1CB00274ED
LAVADO DE INYECTORES DE MOTOR,1,357.2414,2014-02-01T11:18:53,39890,5BDF0742-CDF5-4F6B-9937-DF1CB00274ED
ALIMENTOS Y BEBIDA,1,94.83,2014-06-05T16:28:55,6140,1A9D418E-8E5A-4ECF-A43E-205BD7C04777
ALIMENTOS Y BEBIDA,1,85.34,2014-06-05T16:28:55,6140,1A9D418E-8E5A-4ECF-A43E-205BD7C04777
CONSUMO,1,155.1724,2014-09-23T10:34:38,83010,a487de7c-296e-4728-b496-b1ffa22f4b67
CONSUMO DE ALIMENTOS,1,883.7,2014-03-06T18:35:49,22711,77436499-7FB7-42D9-9CAD-45BE4DBAF406
 CARTUCHO CANON  CL-141 COLOR,1,361.21,2014-07-15T15:30:31,88710,34DDAFDE-10AB-44E6-B7B2-C7EED95BD0EB
CONSUMO,1,163.76,2014-07-21T11:24:57,15620,96678A8F-7BE9-47E5-BD21-237ADE89BDC1
CONSUMO,1,396.55,2014-03-13T17:26:12,1040,DFE74158-D769-4E28-A5BD-165DA6162537
CONSUMO DE ALIMENTOS,1,232.76,2014-06-11T13:59:34,94299,0DA5CF26-7FFF-4ADB-8DEB-C4C97D304C31
ALIMENTOS Y BEBIDA,1,92.24,2014-10-01T08:44:13,77000,7154ACD5-E61A-4BD7-BDDE-EB160B11CA43
CONSUMO,1,106.9,2014-08-20T10:56:22,,4F71B91B-3AB9-48AD-9316-915F1AC88038
ALIMENTOS Y BEBIDA,1,64.14,2014-08-11T16:05:11,6470,393AED82-5822-49F0-96AB-AB24D8728492
ALIMENTOS Y BEBIDA,1,72.07,2014-08-11T16:05:11,6470,393AED82-5822-49F0-96AB-AB24D8728492
Hospedaje                          (  3),1,2790.26,2014-05-10T08:28:13,24030,0b426204-940b-4d36-bf97-a7f8289ed669
CONSUMO GRAVADO,1,426.7241,2014-06-04T15:24:17,6700,91FA7BCF-46B0-42BF-AD00-A05E4CF2BA0D
ALIMENTOS Y BEBIDA,1,128.97,2014-04-13T16:16:42,54068,C87F2B40-5D0B-4B0D-BF96-EC127254D08A
CINTA TRANSP OD 48x50 6pk,1,68.88,2014-09-05T15:53:48,32390,6237347D-00D1-41A7-BEEB-D114FC6653A0
REVISION GENERAL,1,543.48,2014-07-18T15:21:51,91800,9de61421-0861-42ce-9c67-bdda6d318e02
LAVADO DE CARROCERIA,1,56.85,2014-07-18T15:21:51,91800,9de61421-0861-42ce-9c67-bdda6d318e02
Pago de peaje efectivo,1,81.9,2014-05-23T22:34:55,62130,6286981C-D6C4-4862-85D7-390DE9DF0928
Pago de peaje efectivo,1,81.9,2014-05-23T22:34:55,62130,6286981C-D6C4-4862-85D7-390DE9DF0928
"HCF PLATO PAPEL9"" 80 PZ",1,39.57,2014-09-05T14:20:31,,34776614-8090-4c84-87ba-d8ee952fcd07
HCF VASO TERMICO 10 OZ.,1,9.74,2014-09-05T14:20:31,,34776614-8090-4c84-87ba-d8ee952fcd07
PEPSI LIGHT DE COLA 2.5.,1,16.81,2014-09-05T14:20:31,,34776614-8090-4c84-87ba-d8ee952fcd07
PEPSI DE COLA 2.5LT.,1,18.02,2014-09-05T14:20:31,,34776614-8090-4c84-87ba-d8ee952fcd07
PIZZA VARIEDAD,1,256.03,2014-09-05T14:20:31,,34776614-8090-4c84-87ba-d8ee952fcd07
ETIQUETA P/PRECIO ADHES FLUORES N.5 PQ25 VERDE/AMARILLO/ROSA/NARANJA FLUORESCENTE,6,12.92,2014-06-05T10:11:36,20000,EB828F92-0F96-87D5-050C-A0300404D51E
PEG KRAZY KOLA LOKA INST BROCHA 5G CJ8 Pegamento de contacto 5 grs.,1,15.61,2014-06-05T10:11:36,20000,EB828F92-0F96-87D5-050C-A0300404D51E
MARCADOR PMTE RECARG SIGNAL-XTRA AZ BL1,2,12.82,2014-06-05T10:11:36,20000,EB828F92-0F96-87D5-050C-A0300404D51E
MARCADOR PMTE RECARG SIGNAL-XTRA RJ BL1,2,12.82,2014-06-05T10:11:36,20000,EB828F92-0F96-87D5-050C-A0300404D51E
CONSUMO SEGÚN FOLIO 1208 DE FECHA 20/03/2014,1,138.79,2014-03-24T17:24:26,15520,b70d19fa-2399-469d-9b6e-c292a437c7c8
C O N S U M O,1,556.49,2014-03-27T22:04:55,31020,233eb139-bdf8-4d88-b9ec-9bbdf7433eaf
CONSUMO,1,198.28,2014-04-01T13:34:04,88280,5CF51B42-6B22-4811-86E0-55FAAFDE6358
TyK Diario. Tarifa 2B,3,483.98,2014-07-18T17:11:43,86280,E09857A9-0F4B-4BA3-9E08-DEA2640A2595
LDW,3,407.43,2014-07-18T17:11:43,86280,E09857A9-0F4B-4BA3-9E08-DEA2640A2595
VLF,3,48,2014-07-18T17:11:43,86280,E09857A9-0F4B-4BA3-9E08-DEA2640A2595
Pick Up Fee,1,40,2014-07-18T17:11:43,86280,E09857A9-0F4B-4BA3-9E08-DEA2640A2595
CONSUMO SEGÚN FOLIO 3605 DE FECHA 23/06/2014,1,215.52,2014-06-24T10:32:35,11510,f8d6ee77-3392-4b0e-af11-7fa5b7277e56
CONSUMO SEGÚN FOLIO 2826 DE FECHA 01/08/2014,1,93.97,2014-08-05T09:21:41,20116,6bb0d2a7-85f8-4c66-94de-d4b15a2f3637
COFFEEMATE LITE 311,1,34.5,2014-06-18T21:10:01,51350,B9309E96-0DCA-49BB-956E-C91B30579132
SPLENDA SUSTITUTO,1,35.9,2014-06-18T21:10:01,51350,B9309E96-0DCA-49BB-956E-C91B30579132
QUAKER GALL MANZANA,1,27,2014-06-18T21:10:01,51350,B9309E96-0DCA-49BB-956E-C91B30579132
GAMESA AVE 0 AZ VAIN,1,35.9,2014-06-18T21:10:01,51350,B9309E96-0DCA-49BB-956E-C91B30579132
GV CUCHARA CHICA,1,8.53,2014-06-18T21:10:01,51350,B9309E96-0DCA-49BB-956E-C91B30579132
NABISCO MARBU DORADA,1,18,2014-06-18T21:10:01,51350,B9309E96-0DCA-49BB-956E-C91B30579132
NESCAFE CLASICO DAWN,1,66,2014-06-18T21:10:01,51350,B9309E96-0DCA-49BB-956E-C91B30579132
HERSHEYS CHOCO 6 P,1,26,2014-06-18T21:10:01,51350,B9309E96-0DCA-49BB-956E-C91B30579132
HERSHEYS CHOCO 6 P,1,26,2014-06-18T21:10:01,51350,B9309E96-0DCA-49BB-956E-C91B30579132
HERSHEYS CHOCO 6 P,1,26,2014-06-18T21:10:01,51350,B9309E96-0DCA-49BB-956E-C91B30579132
CONSUMO,1,852.59,2014-07-31T18:40:59,37510,88269D34-743C-4524-B75C-CF6815193EA4
CONSUMO SEGÚN FOLIO 6259 DE FECHA 30/06/2014,1,334.49,2014-07-01T09:22:35,37530,a1c0dbc5-9edb-41b5-850b-01f7be885de8
CONSUMO GRAVADO,1,106.9,2014-07-07T23:24:14,58350,34990A8E-5841-4E59-B570-C3BF9B759334
SERVICIOS DE ALIMENTACION Y/U OTROS SERVICIOS,1,420.45,2014-08-29T09:00:06,80027,e52232f8-ce28-45e1-93ac-225db766736f
CARGO POR VIAJE EN INTEROPERABILIDAD,1,18.11,2014-04-03T01:48:13,6600,AA9F3175-DF5F-477B-AA1B-18F767F9D35E
BISQUET CON MERMELADA,1,18.97,2014-05-27T23:12:14,42822,8630fa08-02fa-4642-9e92-4a9b7ba54c2d
LECHERO,1,24.14,2014-05-27T23:12:14,42822,8630fa08-02fa-4642-9e92-4a9b7ba54c2d
HUARACHE DE NOPAL ASADO C,1,73.28,2014-05-27T23:12:14,42822,8630fa08-02fa-4642-9e92-4a9b7ba54c2d
CONSUMO  DE ALIMENTOS,1,775.87,2014-08-14T14:26:38,66220,D0BA0884-FC54-47BF-A15A-A319422082A7
CONSUMO SEGÚN FOLIO 1657 DE FECHA 07/05/2014,1,1371.55,2014-05-17T08:25:02,10700,7a07981d-1a24-4959-af32-11afd58a77f8
PEPERONI BITES,2,86.44,2014-09-24T12:55:55,85000,247CE9CE-78B8-46BD-890C-5B31885ECBE5
12/355ML COCA LIGHT,2,75.14,2014-09-24T12:55:55,85000,247CE9CE-78B8-46BD-890C-5B31885ECBE5
24/355ML MULTISABOR,1,108.58,2014-09-24T12:55:55,85000,247CE9CE-78B8-46BD-890C-5B31885ECBE5
Consumo de Alimentos,1,514.62,2014-07-01T12:36:52,76180,dbc6f7a2-0219-4664-b727-7f506f3b4ac9
TOPOCHICOSANGRI591ML,2,9.91,2014-03-21T14:50:00,66278,9292fd1f-c488-4ae0-92d8-c3d53a3919ec
TOPOCHICOSANGRLIG600,2,9.05,2014-03-21T14:50:00,66278,9292fd1f-c488-4ae0-92d8-c3d53a3919ec
FANTA NO RET 600 ML,1,9.91,2014-03-21T14:50:00,66278,9292fd1f-c488-4ae0-92d8-c3d53a3919ec
MZALIFTZERO600MLNR,1,9.91,2014-03-21T14:50:00,66278,9292fd1f-c488-4ae0-92d8-c3d53a3919ec
Consumo de Alimentos,1,600.86,2014-05-08T18:03:05,6760,80AA67CB-4ABE-47DB-AC8C-5A738CC52969
REHILETE DE CAJETA,1,199.5,2014-05-27T19:32:38,54040,1438F2FE-DF79-4C7D-B5CD-FB38DECED5E4
HABITACION,1,673.73,2014-06-20T12:56:07,85420,DE7D85BD-8FD9-4735-B881-8422E75443DB
CONSUMO DE ALIMENTOS,1,252.59,2014-09-24T08:56:28,64050,1c8b5c12-f85d-40f7-95cc-cfac24572e6f
TUA,1,361,2014-10-03T10:41:09,6500,5fc3925a-d08a-4cdc-be7e-ca02bd488d5b
Transportación Aérea OAL,1,2883,2014-10-03T10:41:09,6500,5fc3925a-d08a-4cdc-be7e-ca02bd488d5b
YRI,1,21,2014-10-03T10:41:09,6500,5fc3925a-d08a-4cdc-be7e-ca02bd488d5b
CONSUMO DE ALIMENTOS,1,189.66,2014-09-08T15:05:53,52000,ACB32733-82E4-41FB-AC4E-251F7DBC59B6
Alimentos,1,328.45,2014-07-31T17:35:07,87027,7EC29728-C7C5-4C5F-8271-4BBBD3629E51
CONSUMO DE ALIMENTOS,1,187.93,2014-07-08T13:45:39,96536,918C522C-A1C3-4C19-9D72-6AD73FDC8A3C
CONSUMO DE ALIMENTOS,1,326.3,2014-09-03T18:09:42,54020,b4f66d39-bd79-48f0-b4b0-e5a5b3733785
CONSUMO DE ALIMENTOS SEGUN TICK158338,1,180.17,2014-07-30T19:44:03,68050,2EC5994E-38CD-486C-AD3F-C8F92758070B
COCA COLA,2,22.4138,2014-08-29T13:33:03,,693F9FAB-FF4F-4E6E-B1BD-3DDFDA6966F9
PAQ. HUEVOS NORTENOS,1,105.1724,2014-08-29T13:33:03,,693F9FAB-FF4F-4E6E-B1BD-3DDFDA6966F9
ADICIONAL QUESO OAXACA,1,18.1034,2014-08-29T13:33:03,,693F9FAB-FF4F-4E6E-B1BD-3DDFDA6966F9
PAQ. OMELETTE CON QUESO,1,105.1724,2014-08-29T13:33:03,,693F9FAB-FF4F-4E6E-B1BD-3DDFDA6966F9
100% CAFE COLOMBIANO 1.36 KG KIRKLAND SIGNATURE,1,162.66,2014-04-30T09:37:05,64344,7F5AA2C9-B8DB-462D-AF83-F61D90707CE0
CAFE SOLUBLE REGULAR 300 G NESCAFE CLASICO,1,80.71,2014-04-30T09:37:05,64344,7F5AA2C9-B8DB-462D-AF83-F61D90707CE0
GALLETA SANDWICH 12/101GR C/U EMPERADOR SURTIDO,1,81.74,2014-04-30T09:37:05,64344,7F5AA2C9-B8DB-462D-AF83-F61D90707CE0
BARRITAS FRESA/PIÑA 24 PIEZAS DE 55 G C/U MARINELA,2,88.9,2014-04-30T09:37:05,64344,7F5AA2C9-B8DB-462D-AF83-F61D90707CE0
CONSUMO DE ALIMENTOS,1,178.88,2014-04-15T10:09:58,27100,DFF4FE5E-E893-4AEE-A8BF-30FB81599E1C
AGUAFIEL NATURAL,1,21,2014-05-12T16:10:29,3500,7C158EE4-F7BC-442A-8599-AF637882D238
AGUAFIEL NATURAL,1,21,2014-05-12T16:10:29,3500,7C158EE4-F7BC-442A-8599-AF637882D238
AGUAFIEL NATURAL,1,21,2014-05-12T16:10:29,3500,7C158EE4-F7BC-442A-8599-AF637882D238
AGUAFIEL NATURAL,1,21,2014-05-12T16:10:29,3500,7C158EE4-F7BC-442A-8599-AF637882D238
GAMESA C NIEVE CHOC,1,16.9,2014-05-12T16:10:29,3500,7C158EE4-F7BC-442A-8599-AF637882D238
CAFE PORTALES 1 KG,1,149,2014-05-12T16:10:29,3500,7C158EE4-F7BC-442A-8599-AF637882D238
GAMESA C NIEVE CHOC,1,16.9,2014-05-12T16:10:29,3500,7C158EE4-F7BC-442A-8599-AF637882D238
GAMESA C NIEVE CHOC,1,16.9,2014-05-12T16:10:29,3500,7C158EE4-F7BC-442A-8599-AF637882D238
GAMESA C NIEVE CHOC,1,16.9,2014-05-12T16:10:29,3500,7C158EE4-F7BC-442A-8599-AF637882D238
GV VASO TERMICO 8OZ,1,6.81,2014-05-12T16:10:29,3500,7C158EE4-F7BC-442A-8599-AF637882D238
GAMESA C NIEVE FRESA,1,16.9,2014-05-12T16:10:29,3500,7C158EE4-F7BC-442A-8599-AF637882D238
GV CUCHARA CHICA,1,7.67,2014-05-12T16:10:29,3500,7C158EE4-F7BC-442A-8599-AF637882D238
GV CUCHARA CHICA,1,7.67,2014-05-12T16:10:29,3500,7C158EE4-F7BC-442A-8599-AF637882D238
GV CUCHARA CHICA,1,7.67,2014-05-12T16:10:29,3500,7C158EE4-F7BC-442A-8599-AF637882D238
GV CUCHARA CHICA,1,7.67,2014-05-12T16:10:29,3500,7C158EE4-F7BC-442A-8599-AF637882D238
GV VASO TERMICO 8OZ,1,6.81,2014-05-12T16:10:29,3500,7C158EE4-F7BC-442A-8599-AF637882D238
GV VASO TERMICO 8OZ,1,6.81,2014-05-12T16:10:29,3500,7C158EE4-F7BC-442A-8599-AF637882D238
GV CUCHARA CHICA,1,7.67,2014-05-12T16:10:29,3500,7C158EE4-F7BC-442A-8599-AF637882D238
GV CUCHARA CHICA,1,7.67,2014-05-12T16:10:29,3500,7C158EE4-F7BC-442A-8599-AF637882D238
GAMESA C NIEVE CHOC,1,16.9,2014-05-12T16:10:29,3500,7C158EE4-F7BC-442A-8599-AF637882D238
GAMESA C NIEVE FRESA,1,16.9,2014-05-12T16:10:29,3500,7C158EE4-F7BC-442A-8599-AF637882D238
GAMESA C NIEVE FRESA,1,16.9,2014-05-12T16:10:29,3500,7C158EE4-F7BC-442A-8599-AF637882D238
GAMESA C NIEVE FRESA,1,16.9,2014-05-12T16:10:29,3500,7C158EE4-F7BC-442A-8599-AF637882D238
GAMESA C NIEVE FRESA,1,16.9,2014-05-12T16:10:29,3500,7C158EE4-F7BC-442A-8599-AF637882D238
ELITE SERV 500PZ,1,22.67,2014-05-12T16:10:29,3500,7C158EE4-F7BC-442A-8599-AF637882D238
JUGO DE NARANJA,1,28.0172,2014-09-24T17:40:34,53100,F8643068-EF3E-4B1F-A853-5A2976911EE2
CHAPATA INTEGRAL,1,44.8276,2014-09-24T17:40:34,53100,F8643068-EF3E-4B1F-A853-5A2976911EE2
CEN2 PAN FRANCES,1,51.7241,2014-09-24T17:40:34,53100,F8643068-EF3E-4B1F-A853-5A2976911EE2
SANDWICH F/M 1 PZA,8,18.88,2014-05-28T19:29:05,37229,A73852F2-D040-4F34-92C4-C74229DDF2DB
CROISSANT 1 PZA,8,27.9,2014-05-28T19:29:05,37229,A73852F2-D040-4F34-92C4-C74229DDF2DB
JUGO DE NARANJA,16,15,2014-05-28T19:29:05,37229,A73852F2-D040-4F34-92C4-C74229DDF2DB
CONSUMO,1,174,2014-08-18T16:11:21,81200,A550E453-6F85-471D-8C82-DB4CD21FC8CD
COPIA CARTA COLOR 1-49 HOJAS,5,10.78,2014-07-03T12:13:42,52950,A3E6EF06-9554-4DD3-977B-39D5CB4C3F48
ENMICADO TAMANO CARTA,1,12.07,2014-07-03T12:13:42,52950,A3E6EF06-9554-4DD3-977B-39D5CB4C3F48
DE ALIMENTOS,1,403.45,2014-06-02T13:22:15,,254E40E5-F2DC-41A0-850D-E7C185E0F6F1
CONSUMO,1,96.55,2014-06-29T18:00:13,48290,3006D3E8-6E31-4526-9F04-A1CD07BC7A3F
CONSUMO,1,209.48,2014-08-15T02:23:07,62389,75074B88-E238-4146-BE95-CBB079C049A7
CONSUMO,1,101.72,2014-04-30T21:37:08,77500,54E368B5-A98A-4ACF-91CF-A2E93477CE1D
CARBON ECONOMAX 3.00 KG,2,35.78,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
COCA COLA 2.5LT,1,19.83,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
COCA COLA LIGHT 2.5LT,1,18.97,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
SPRITE 3 LTS,1,16.81,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
HEB JGO CUBIERT MED 48PZ,1,29.22,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
ECONOMAX SERVILLETAS,1,10.26,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
HCF VASO TERMICO 12 OZ,1,11.21,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
HCF PLATO CARTON 80 PZ,1,37.66,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
SALSA ASADA VERDE,2,18.95,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
SALSA CHIPOTLE,2,15.95,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
CARRANCO QUESO ASAD.400,2,67.9,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
LIMON AGRIO.,0,16.9,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
PAPA BLANCA,1,24.85,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
CEBOLLA BLANCA.,2,10.92,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
RIB PREMIUM,2,70.34,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
AGUJA S/HUESO CAB PREMIUM,2,57.24,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
ARRACHERA LIMPIA D/RES PA,2,87.71,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
T.BONE FRESCO PARA ASA,3,107.8,2014-05-11T17:46:09,,9102ab22-e15b-4f42-917d-f939ed339e54
ALIMENTOS Y BEBIDA,1,45.69,2014-08-28T22:29:11,72750,92D88E2D-2DC3-465B-8FDF-F997590C8D4E
ALIMENTOS Y BEBIDA,1,42.24,2014-08-28T22:29:11,72750,92D88E2D-2DC3-465B-8FDF-F997590C8D4E
