Country,Country Code,Series,Series Code,1970 [YR1970],1980 [YR1980],1990 [YR1990],1995 [YR1995],2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015]
"Egypt, Arab Rep.",EGY,"Early school leavers from primary education, male (number)",UIS.ESL.1.M,..,..,..,..,9312.89453,..,39947.46484,..
"Egypt, Arab Rep.",EGY,"Effective transition rate from primary to lower secondary general education, both sexes (%)",SE.SEC.PROG.ZS,..,97.1874,..,..,93.33334,..,..,..
"Egypt, Arab Rep.",EGY,"Effective transition rate from primary to lower secondary general education, female (%)",SE.SEC.PROG.FE.ZS,..,92.89729,..,..,95.61341,..,..,..
"Egypt, Arab Rep.",EGY,"Effective transition rate from primary to lower secondary general education, male (%)",SE.SEC.PROG.MA.ZS,..,99.8367,..,..,91.31139,..,..,..
"Egypt, Arab Rep.",EGY,"Enrolment in lower secondary education, private institutions, both sexes (number)",UIS.E.2.PR,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Enrolment in lower secondary education, private institutions, female (number)",UIS.E.2.PR.F,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Enrolment in lower secondary education, public institutions, female (number)",UIS.E.2.PU.F,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,220.7067235,528.3084445,764.7606811,963.5573128,1461.018259,1196.733309,2668.035988,..
"Egypt, Arab Rep.",EGY,Government expenditure in educational institutions as % of GDP (%),UIS.XGDP.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,Government expenditure in post-secondary non-tertiary institutions as % of GDP (%),UIS.XGDP.4.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,Government expenditure in pre-primary institutions as % of GDP (%),UIS.XGDP.0.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,Government expenditure in primary institutions as % of GDP (%),UIS.XGDP.1.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,Government expenditure in secondary institutions education as % of GDP (%),XGDP.23.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,..,..,..,..,..,5.40451,3.31496,..
"Egypt, Arab Rep.",EGY,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",UIS.GER.4.F,..,..,..,..,..,5.89651,3.38862,..
"Egypt, Arab Rep.",EGY,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",UIS.GER.4.M,..,..,..,..,..,4.93595,3.24464,..
"Egypt, Arab Rep.",EGY,Labor force with tertiary education (% of total),SL.TLF.TERT.ZS,..,..,..,..,..,..,18.79999924,..
"Egypt, Arab Rep.",EGY,"Labor force with secondary education, male (% of male labor force)",SL.TLF.SECO.MA.ZS,..,..,..,..,..,..,37.70000076,..
"Egypt, Arab Rep.",EGY,"Labor force with secondary education, female (% of female labor force)",SL.TLF.SECO.FE.ZS,..,..,..,..,..,..,35.90000153,..
"Egypt, Arab Rep.",EGY,Labor force with secondary education (% of total),SL.TLF.SECO.ZS,..,..,..,..,..,..,37.29999924,..
"Egypt, Arab Rep.",EGY,"Labor force with primary education, female (% of female labor force)",SL.TLF.PRIM.FE.ZS,..,..,..,..,..,..,3.5,..
"Egypt, Arab Rep.",EGY,Labor force with primary education (% of total),SL.TLF.PRIM.ZS,..,..,..,..,..,..,10.30000019,..
"Egypt, Arab Rep.",EGY,"Labor force with primary education, male (% of male labor force)",SL.TLF.PRIM.MA.ZS,..,..,..,..,..,..,12.30000019,..
"Egypt, Arab Rep.",EGY,Internet users (per 100 people),IT.NET.USER.P2,..,..,0,0.031319638,0.641265038,12.75,21.6,..
"Egypt, Arab Rep.",EGY,"Labor force with tertiary education, female (% of female labor force)",SL.TLF.TERT.FE.ZS,..,..,..,..,..,..,28.10000038,..
"Egypt, Arab Rep.",EGY,"Labor force with tertiary education, male (% of male labor force)",SL.TLF.TERT.MA.ZS,..,..,..,..,..,..,16,..
"Egypt, Arab Rep.",EGY,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,..,..,26.13503413,22.38318759,21.0703471,21.21890107,23.96715125,..
"Egypt, Arab Rep.",EGY,"Labor force, total",SL.TLF.TOTL.IN,..,..,16641570,17588393,20055270,23920678,27137347,..
"Egypt, Arab Rep.",EGY,"Lower secondary completion rate, both sexes (%)",SE.SEC.CMPT.LO.ZS,..,47.58491,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Lower secondary completion rate, female (%)",SE.SEC.CMPT.LO.FE.ZS,..,34.18662,..,..,..,..,..,..
"Egypt, Arab Rep.",EGY,"Lower secondary completion rate, male (%)",SE.SEC.CMPT.LO.MA.ZS,..,60.19455,..,..,..,..,..,..
El Salvador,SLV,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..,..,..,..
El Salvador,SLV,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,82.30802,86.4232
El Salvador,SLV,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,84.49272,88.38683
El Salvador,SLV,"Adult literacy rate, population 15+ years, gender parity index (GPI)",UIS.LR.AG15T99.GPI,..,..,..,..,..,..,0.94499,0.95271
El Salvador,SLV,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,87.0997,90.71338
El Salvador,SLV,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..,..,..,..
El Salvador,SLV,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..,..,..,..
El Salvador,SLV,Duration of compulsory education (years),SE.COM.DURS,..,..,..,..,9,9,9,..
El Salvador,SLV,"Early school leavers from primary education, both sexes (number)",UIS.ESL.1.T,..,..,..,..,..,..,19082.4043,..
El Salvador,SLV,"Early school leavers from primary education, female (number)",UIS.ESL.1.F,..,..,..,..,..,..,8729.88184,..
El Salvador,SLV,"Early school leavers from primary education, male (number)",UIS.ESL.1.M,..,..,..,..,..,..,10352.52246,..
El Salvador,SLV,"Effective transition rate from primary to lower secondary general education, both sexes (%)",SE.SEC.PROG.ZS,..,..,..,90.87897,93.21457,95.23519,96.3211,..
El Salvador,SLV,"Effective transition rate from primary to lower secondary general education, female (%)",SE.SEC.PROG.FE.ZS,..,..,..,90.61689,93.8878,94.93641,95.94442,..
El Salvador,SLV,"Effective transition rate from primary to lower secondary general education, male (%)",SE.SEC.PROG.MA.ZS,..,..,..,91.14537,92.58458,95.52891,96.68218,..
El Salvador,SLV,"Enrolment in lower secondary education, private institutions, both sexes (number)",UIS.E.2.PR,..,..,..,..,42051,40907,45732,..
El Salvador,SLV,"Enrolment in lower secondary education, private institutions, female (number)",UIS.E.2.PR.F,..,..,..,..,20705,20090,22438,..
El Salvador,SLV,"Enrolment in lower secondary education, public institutions, female (number)",UIS.E.2.PU.F,..,..,..,..,110520,146002,167379,..
El Salvador,SLV,GDP per capita (current US$),NY.GDP.PCAP.CD,308.8160253,780.7355599,914.094639,1699.93503,2259.888269,2874.257256,3547.070983,..
El Salvador,SLV,Government expenditure in educational institutions as % of GDP (%),UIS.XGDP.FSGOV.FDINSTADM.FFD,..,..,..,..,2.54708,2.73246,3.4649,..
El Salvador,SLV,Government expenditure in post-secondary non-tertiary institutions as % of GDP (%),UIS.XGDP.4.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
El Salvador,SLV,Government expenditure in pre-primary institutions as % of GDP (%),UIS.XGDP.0.FSGOV.FDINSTADM.FFD,..,..,..,..,0.19858,0.23339,0.27478,..
El Salvador,SLV,Government expenditure in primary institutions as % of GDP (%),UIS.XGDP.1.FSGOV.FDINSTADM.FFD,..,..,..,..,1.36103,1.39356,1.48524,..
El Salvador,SLV,Government expenditure in secondary institutions education as % of GDP (%),XGDP.23.FSGOV.FDINSTADM.FFD,..,..,..,..,0.52887,0.79483,1.04687,..
El Salvador,SLV,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,..,..,..,..,..,..,..,..
El Salvador,SLV,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",UIS.GER.4.F,..,..,..,..,..,..,..,..
El Salvador,SLV,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",UIS.GER.4.M,..,..,..,..,..,..,..,..
El Salvador,SLV,Labor force with tertiary education (% of total),SL.TLF.TERT.ZS,..,..,..,..,..,10.39999962,11.10000038,..
El Salvador,SLV,"Labor force with secondary education, male (% of male labor force)",SL.TLF.SECO.MA.ZS,..,..,..,..,..,20.79999924,22.60000038,..
El Salvador,SLV,"Labor force with secondary education, female (% of female labor force)",SL.TLF.SECO.FE.ZS,..,..,..,..,..,25.5,26.20000076,..
El Salvador,SLV,Labor force with secondary education (% of total),SL.TLF.SECO.ZS,..,..,..,..,..,22.70000076,24.10000038,..
El Salvador,SLV,"Labor force with primary education, female (% of female labor force)",SL.TLF.PRIM.FE.ZS,..,..,..,..,..,49.70000076,48.20000076,..
El Salvador,SLV,Labor force with primary education (% of total),SL.TLF.PRIM.ZS,..,..,..,..,..,53.90000153,52.59999847,..
El Salvador,SLV,"Labor force with primary education, male (% of male labor force)",SL.TLF.PRIM.MA.ZS,..,..,..,..,..,56.90000153,55.59999847,..
El Salvador,SLV,Internet users (per 100 people),IT.NET.USER.P2,..,..,0,..,1.177397269,4.2,15.9,..
El Salvador,SLV,"Labor force with tertiary education, female (% of female labor force)",SL.TLF.TERT.FE.ZS,..,..,..,..,..,11.69999981,13.60000038,..
El Salvador,SLV,"Labor force with tertiary education, male (% of male labor force)",SL.TLF.TERT.MA.ZS,..,..,..,..,..,9.399999619,9.399999619,..
El Salvador,SLV,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,..,..,35.0253717,36.56584505,39.53034757,40.34724205,41.46809464,..
El Salvador,SLV,"Labor force, total",SL.TLF.TOTL.IN,..,..,1915914,2144679,2248088,2350349,2596413,..
El Salvador,SLV,"Lower secondary completion rate, both sexes (%)",SE.SEC.CMPT.LO.ZS,15.55023,..,..,54.39234,..,74.65199,81.12047,..
El Salvador,SLV,"Lower secondary completion rate, female (%)",SE.SEC.CMPT.LO.FE.ZS,13.55775,..,..,55.42779,..,75.42381,82.34609,..
El Salvador,SLV,"Lower secondary completion rate, male (%)",SE.SEC.CMPT.LO.MA.ZS,17.53526,..,..,53.35028,..,73.88532,79.91575,..
Equatorial Guinea,GNQ,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,81.623,..,..,92.99464
Equatorial Guinea,GNQ,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,88.3083,..,..,95.25692
Equatorial Guinea,GNQ,"Adult literacy rate, population 15+ years, gender parity index (GPI)",UIS.LR.AG15T99.GPI,..,..,..,..,0.86062,..,..,0.9551
Equatorial Guinea,GNQ,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,94.84261,..,..,97.36599
Equatorial Guinea,GNQ,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Duration of compulsory education (years),SE.COM.DURS,..,..,..,..,5,5,6,..
Equatorial Guinea,GNQ,"Early school leavers from primary education, both sexes (number)",UIS.ESL.1.T,..,..,..,..,..,..,6063.60059,..
Equatorial Guinea,GNQ,"Early school leavers from primary education, female (number)",UIS.ESL.1.F,..,..,..,..,..,..,2791.22852,..
Equatorial Guinea,GNQ,"Early school leavers from primary education, male (number)",UIS.ESL.1.M,..,..,..,..,..,..,3272.37207,..
Equatorial Guinea,GNQ,"Effective transition rate from primary to lower secondary general education, both sexes (%)",SE.SEC.PROG.ZS,..,..,..,..,..,..,97.24351,..
Equatorial Guinea,GNQ,"Effective transition rate from primary to lower secondary general education, female (%)",SE.SEC.PROG.FE.ZS,..,..,..,..,..,..,95.81372,..
Equatorial Guinea,GNQ,"Effective transition rate from primary to lower secondary general education, male (%)",SE.SEC.PROG.MA.ZS,..,..,..,..,..,..,98.66765,..
Equatorial Guinea,GNQ,"Enrolment in lower secondary education, private institutions, both sexes (number)",UIS.E.2.PR,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Enrolment in lower secondary education, private institutions, female (number)",UIS.E.2.PR.F,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Enrolment in lower secondary education, public institutions, female (number)",UIS.E.2.PU.F,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,228.0174922,229.5636127,297.1128769,316.4025059,1970.251229,13129.59818,17441.09255,..
Equatorial Guinea,GNQ,Government expenditure in educational institutions as % of GDP (%),UIS.XGDP.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Government expenditure in post-secondary non-tertiary institutions as % of GDP (%),UIS.XGDP.4.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Government expenditure in pre-primary institutions as % of GDP (%),UIS.XGDP.0.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Government expenditure in primary institutions as % of GDP (%),UIS.XGDP.1.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Government expenditure in secondary institutions education as % of GDP (%),XGDP.23.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",UIS.GER.4.F,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",UIS.GER.4.M,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Labor force with tertiary education (% of total),SL.TLF.TERT.ZS,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Labor force with secondary education, male (% of male labor force)",SL.TLF.SECO.MA.ZS,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Labor force with secondary education, female (% of female labor force)",SL.TLF.SECO.FE.ZS,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Labor force with secondary education (% of total),SL.TLF.SECO.ZS,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Labor force with primary education, female (% of female labor force)",SL.TLF.PRIM.FE.ZS,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Labor force with primary education (% of total),SL.TLF.PRIM.ZS,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Labor force with primary education, male (% of male labor force)",SL.TLF.PRIM.MA.ZS,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,Internet users (per 100 people),IT.NET.USER.P2,..,..,0,..,0.132354665,1.149789671,6,..
Equatorial Guinea,GNQ,"Labor force with tertiary education, female (% of female labor force)",SL.TLF.TERT.FE.ZS,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Labor force with tertiary education, male (% of male labor force)",SL.TLF.TERT.MA.ZS,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,..,..,45.02522324,44.51531289,44.32656809,44.45378494,44.66389796,..
Equatorial Guinea,GNQ,"Labor force, total",SL.TLF.TOTL.IN,..,..,201798,226084,263553,318803,378516,..
Equatorial Guinea,GNQ,"Lower secondary completion rate, both sexes (%)",SE.SEC.CMPT.LO.ZS,..,..,..,..,16.53264,19.70647,..,..
Equatorial Guinea,GNQ,"Lower secondary completion rate, female (%)",SE.SEC.CMPT.LO.FE.ZS,..,..,..,..,11.87043,15.74663,..,..
Equatorial Guinea,GNQ,"Lower secondary completion rate, male (%)",SE.SEC.CMPT.LO.MA.ZS,..,..,..,..,21.18998,23.64011,..,..
Eritrea,ERI,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..,..,..,..
Eritrea,ERI,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,..,..,..,65.45151
Eritrea,ERI,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,73.76997
Eritrea,ERI,"Adult literacy rate, population 15+ years, gender parity index (GPI)",UIS.LR.AG15T99.GPI,..,..,..,..,..,..,..,0.79438
Eritrea,ERI,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,..,..,..,82.39361
Eritrea,ERI,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..,..,..,..
Eritrea,ERI,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..,..,..,..
Eritrea,ERI,Duration of compulsory education (years),SE.COM.DURS,..,..,..,..,..,..,..,..
Eritrea,ERI,"Early school leavers from primary education, both sexes (number)",UIS.ESL.1.T,..,..,..,28384.5332,4220.87598,14374.08008,18225.99023,..
Eritrea,ERI,"Early school leavers from primary education, female (number)",UIS.ESL.1.F,..,..,..,13135.75781,2613.13794,8156.21143,9195.3418,..
Eritrea,ERI,"Early school leavers from primary education, male (number)",UIS.ESL.1.M,..,..,..,15248.77441,1607.73828,6217.86865,9030.64941,..
Eritrea,ERI,"Effective transition rate from primary to lower secondary general education, both sexes (%)",SE.SEC.PROG.ZS,..,..,..,77.94776,86.32005,90.75017,96.31959,..
Eritrea,ERI,"Effective transition rate from primary to lower secondary general education, female (%)",SE.SEC.PROG.FE.ZS,..,..,..,77.4662,84.77524,86.24286,93.59818,..
Eritrea,ERI,"Effective transition rate from primary to lower secondary general education, male (%)",SE.SEC.PROG.MA.ZS,..,..,..,78.30604,87.60447,94.09704,98.58748,..
Eritrea,ERI,"Enrolment in lower secondary education, private institutions, both sexes (number)",UIS.E.2.PR,..,..,..,..,5155,9422,8300,..
Eritrea,ERI,"Enrolment in lower secondary education, private institutions, female (number)",UIS.E.2.PR.F,..,..,..,..,2592,4221,4102,..
Eritrea,ERI,"Enrolment in lower secondary education, public institutions, female (number)",UIS.E.2.PU.F,..,..,..,..,30692,49775,62828,..
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,182.6796051,199.8131951,262.0745298,451.4266933,..
Eritrea,ERI,Government expenditure in educational institutions as % of GDP (%),UIS.XGDP.FSGOV.FDINSTADM.FFD,..,..,..,..,2.90367,..,..,..
Eritrea,ERI,Government expenditure in post-secondary non-tertiary institutions as % of GDP (%),UIS.XGDP.4.FSGOV.FDINSTADM.FFD,..,..,..,..,0.16413,..,..,..
Eritrea,ERI,Government expenditure in pre-primary institutions as % of GDP (%),UIS.XGDP.0.FSGOV.FDINSTADM.FFD,..,..,..,..,..,..,..,..
Eritrea,ERI,Government expenditure in primary institutions as % of GDP (%),UIS.XGDP.1.FSGOV.FDINSTADM.FFD,..,..,..,..,1.09705,..,..,..
Eritrea,ERI,Government expenditure in secondary institutions education as % of GDP (%),XGDP.23.FSGOV.FDINSTADM.FFD,..,..,..,..,0.2748,..,..,..
Eritrea,ERI,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,..,..,..,..,0.38072,0.46425,1.5628,..
Eritrea,ERI,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",UIS.GER.4.F,..,..,..,..,0.18557,0.69299,1.2109,..
Eritrea,ERI,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",UIS.GER.4.M,..,..,..,..,0.57579,0.23824,1.91015,..
Eritrea,ERI,Labor force with tertiary education (% of total),SL.TLF.TERT.ZS,..,..,..,..,..,..,..,..
Eritrea,ERI,"Labor force with secondary education, male (% of male labor force)",SL.TLF.SECO.MA.ZS,..,..,..,..,..,..,..,..
Eritrea,ERI,"Labor force with secondary education, female (% of female labor force)",SL.TLF.SECO.FE.ZS,..,..,..,..,..,..,..,..
Eritrea,ERI,Labor force with secondary education (% of total),SL.TLF.SECO.ZS,..,..,..,..,..,..,..,..
Eritrea,ERI,"Labor force with primary education, female (% of female labor force)",SL.TLF.PRIM.FE.ZS,..,..,..,..,..,..,..,..
Eritrea,ERI,Labor force with primary education (% of total),SL.TLF.PRIM.ZS,..,..,..,..,..,..,..,..
Eritrea,ERI,"Labor force with primary education, male (% of male labor force)",SL.TLF.PRIM.MA.ZS,..,..,..,..,..,..,..,..
Eritrea,ERI,Internet users (per 100 people),IT.NET.USER.P2,..,..,0,0,0.136711941,..,0.61,..
Eritrea,ERI,"Labor force with tertiary education, female (% of female labor force)",SL.TLF.TERT.FE.ZS,..,..,..,..,..,..,..,..
Eritrea,ERI,"Labor force with tertiary education, male (% of male labor force)",SL.TLF.TERT.MA.ZS,..,..,..,..,..,..,..,..
Eritrea,ERI,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,..,..,46.23085074,45.31685634,46.43696307,47.52354546,47.84205315,..
Eritrea,ERI,"Labor force, total",SL.TLF.TOTL.IN,..,..,1392025,1304850,1570865,2032664,2284718,..
Eritrea,ERI,"Lower secondary completion rate, both sexes (%)",SE.SEC.CMPT.LO.ZS,..,..,..,16.01917,25.3065,..,37.11275,..
Eritrea,ERI,"Lower secondary completion rate, female (%)",SE.SEC.CMPT.LO.FE.ZS,..,..,..,13.3931,20.51142,..,33.63234,..
Eritrea,ERI,"Lower secondary completion rate, male (%)",SE.SEC.CMPT.LO.MA.ZS,..,..,..,18.63051,30.04154,..,40.50433,..
Estonia,EST,Annual statutory teacher salaries in public institutions in USD. Upper Secondary. Starting salary,OECD.TSAL.3.E0,..,..,..,..,..,..,11875.60912,..
Estonia,EST,"Adult literacy rate, population 15+ years, female (%)",SE.ADT.LITR.FE.ZS,..,..,..,..,99.76006,..,..,99.80713
Estonia,EST,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,99.7672,..,..,99.82517
Estonia,EST,"Adult literacy rate, population 15+ years, gender parity index (GPI)",UIS.LR.AG15T99.GPI,..,..,..,..,0.99984,..,..,0.9996
Estonia,EST,"Adult literacy rate, population 15+ years, male (%)",SE.ADT.LITR.MA.ZS,..,..,..,..,99.77595,..,..,99.84683
Estonia,EST,Annual statutory teacher salaries in public institutions in USD. Pre-Primary. Starting salary,OECD.TSAL.0.E0,..,..,..,..,..,..,..,..
Estonia,EST,Annual statutory teacher salaries in public institutions in USD. Primary. Starting salary,OECD.TSAL.1.E0,..,..,..,..,..,..,11875.60912,..
Estonia,EST,Duration of compulsory education (years),SE.COM.DURS,..,..,..,..,9,9,9,..
Estonia,EST,"Early school leavers from primary education, both sexes (number)",UIS.ESL.1.T,..,..,..,..,261.58014,171.67863,310.09866,..
Estonia,EST,"Early school leavers from primary education, female (number)",UIS.ESL.1.F,..,..,..,..,62.35066,73.29304,143.50446,..
Estonia,EST,"Early school leavers from primary education, male (number)",UIS.ESL.1.M,..,..,..,..,199.22948,98.3856,166.59421,..
Estonia,EST,"Effective transition rate from primary to lower secondary general education, both sexes (%)",SE.SEC.PROG.ZS,..,..,..,99.25913,99.85129,..,99.47679,..
Estonia,EST,"Effective transition rate from primary to lower secondary general education, female (%)",SE.SEC.PROG.FE.ZS,..,..,..,100,99.75328,..,99.44637,..
Estonia,EST,"Effective transition rate from primary to lower secondary general education, male (%)",SE.SEC.PROG.MA.ZS,..,..,..,98.5259,99.94399,..,99.50487,..
Estonia,EST,"Enrolment in lower secondary education, private institutions, both sexes (number)",UIS.E.2.PR,..,..,..,..,531,968,1352,..
Estonia,EST,"Enrolment in lower secondary education, private institutions, female (number)",UIS.E.2.PR.F,..,..,..,..,..,..,..,..
Estonia,EST,"Enrolment in lower secondary education, public institutions, female (number)",UIS.E.2.PU.F,..,..,..,..,..,..,..,..
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,3044.379109,4070.031904,10338.31726,14641.40314,..
Estonia,EST,Government expenditure in educational institutions as % of GDP (%),UIS.XGDP.FSGOV.FDINSTADM.FFD,..,..,..,..,..,4.56315,5.25828,..
Estonia,EST,Government expenditure in post-secondary non-tertiary institutions as % of GDP (%),UIS.XGDP.4.FSGOV.FDINSTADM.FFD,..,..,..,..,..,0.1816,0.27021,..
Estonia,EST,Government expenditure in pre-primary institutions as % of GDP (%),UIS.XGDP.0.FSGOV.FDINSTADM.FFD,..,..,..,..,..,0.35695,0.43399,..
Estonia,EST,Government expenditure in primary institutions as % of GDP (%),UIS.XGDP.1.FSGOV.FDINSTADM.FFD,..,..,..,..,..,1.18661,1.33586,..
Estonia,EST,Government expenditure in secondary institutions education as % of GDP (%),XGDP.23.FSGOV.FDINSTADM.FFD,..,..,..,..,..,2.02933,2.1491,..
Estonia,EST,"Gross enrolment ratio, post-secondary non-tertiary, both sexes (%)",UIS.GER.4,..,..,..,..,22.49669,25.90881,26.54756,..
Estonia,EST,"Gross enrolment ratio, post-secondary non-tertiary, female (%)",UIS.GER.4.F,..,..,..,..,29.82627,33.18256,33.38219,..
Estonia,EST,"Gross enrolment ratio, post-secondary non-tertiary, male (%)",UIS.GER.4.M,..,..,..,..,15.5812,19.07652,20.12085,..
Estonia,EST,Labor force with tertiary education (% of total),SL.TLF.TERT.ZS,..,..,..,17.39999962,29.60000038,34.40000153,35.5,..
Estonia,EST,"Labor force with secondary education, male (% of male labor force)",SL.TLF.SECO.MA.ZS,..,..,..,66,63.29999924,59.70000076,60.70000076,..
Estonia,EST,"Labor force with secondary education, female (% of female labor force)",SL.TLF.SECO.FE.ZS,..,..,..,67.90000153,53,51.09999847,48.79999924,..
Estonia,EST,Labor force with secondary education (% of total),SL.TLF.SECO.ZS,..,..,..,66.90000153,58.29999924,55.40000153,54.79999924,..
Estonia,EST,"Labor force with primary education, female (% of female labor force)",SL.TLF.PRIM.FE.ZS,..,..,..,12.69999981,10.39999962,7.800000191,6.5,..
Estonia,EST,Labor force with primary education (% of total),SL.TLF.PRIM.ZS,..,..,..,15.69999981,12.19999981,10.10000038,9.600000381,..
Estonia,EST,"Labor force with primary education, male (% of male labor force)",SL.TLF.PRIM.MA.ZS,..,..,..,18.39999962,13.80000019,12.39999962,12.69999981,..
Estonia,EST,Internet users (per 100 people),IT.NET.USER.P2,..,..,0,2.778968489,28.57695381,61.45,74.1,..
Estonia,EST,"Labor force with tertiary education, female (% of female labor force)",SL.TLF.TERT.FE.ZS,..,..,..,19.39999962,36.59999847,41.09999847,44.79999924,..
Estonia,EST,"Labor force with tertiary education, male (% of male labor force)",SL.TLF.TERT.MA.ZS,..,..,..,15.60000038,22.89999962,27.79999924,26.5,..
Estonia,EST,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,..,..,49.55585694,48.10332143,48.20239324,49.31273562,49.6976825,..
