Series Name,Country Name,1970 [YR1970],1975 [YR1975],1980 [YR1980],1985 [YR1985],1990 [YR1990],1995 [YR1995],2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015]
"Expected years of schooling, male",Greenland,..,..,..,..,..,..,..,..,..,..
"Expected years of schooling, male",Grenada,..,..,11.9905,..,..,..,..,..,..,..
"Expected years of schooling, male",Guam,..,..,..,..,..,..,..,..,..,..
"Expected years of schooling, male",Guatemala,4.91311,5.29394,..,..,..,..,..,..,..,..
"Expected years of schooling, male",Guinea,..,..,..,4.97088,4.20484,..,..,8.49522,..,..
"Expected years of schooling, male",Guinea-Bissau,..,..,..,..,..,..,..,..,..,..
"Expected years of schooling, male",Guyana,..,..,..,9.60003,..,..,..,11.66535,10.10039,..
"Expected years of schooling, male",Haiti,..,..,..,..,..,..,..,..,..,..
"Expected years of schooling, male",Heavily indebted poor countries (HIPC),4.6824,5.07256,6.11967,6.06545,5.7846,6.11727,6.88709,8.51532,9.66463,..
"Expected years of schooling, male",High income,12.76929,12.82709,13.04129,13.2283,13.60795,14.25133,14.77104,15.14658,15.54357,..
"Expected years of schooling, male",Honduras,..,..,7.7921,..,..,..,..,..,11.24285,..
"Expected years of schooling, male","Hong Kong SAR, China",..,10.87342,11.16652,..,..,..,..,..,..,..
"Expected years of schooling, male",Hungary,..,10.86878,11.44152,11.89882,11.09198,12.27709,14.02006,14.69057,15.02472,..
"Expected years of schooling, male",IBRD only,8.30316,8.99051,9.40673,9.87584,10.13823,10.13147,10.4537,11.34405,12.30487,..
"Expected years of schooling, male",Iceland,..,12.91714,..,..,..,15.65346,16.38607,17.00575,17.41435,..
"Expected years of schooling, male",IDA & IBRD total,7.73987,8.36589,8.82691,9.19531,9.28883,9.36812,9.65786,10.50495,11.38972,..
"Expected years of schooling, male",IDA blend,..,6.48459,7.55615,8.43178,7.76279,8.02232,8.4592,9.02581,9.39227,..
"Expected years of schooling, male",IDA only,5.21717,5.80955,6.5177,6.53249,6.39436,6.79543,7.4577,8.68279,9.75006,..
"Expected years of schooling, male",IDA total,6.47661,6.81014,7.3461,7.94991,7.88781,8.2489,8.53901,9.46763,10.32857,..
"Expected years of schooling, male",India,..,..,7.95463,..,..,9.39933,9.33605,..,10.97539,..
"Expected years of schooling, male",Indonesia,7.03303,..,..,..,..,10.51932,10.76439,..,12.27927,..
"Expected years of schooling, male","Iran, Islamic Rep.",..,9.27405,..,..,..,..,12.20924,11.5662,13.21098,..
"Expected years of schooling, male",Iraq,..,10.03646,12.39848,11.38279,..,..,9.9731,..,..,..
"Expected years of schooling, male",Ireland,..,..,11.49683,11.63315,11.94589,12.91264,15.91299,17.24831,18.31282,..
"Expected years of schooling, male",Isle of Man,..,..,..,..,..,..,..,..,..,..
"Expected years of schooling, male",Israel,..,11.79693,12.37943,..,12.50823,..,14.72277,15.35686,..,..
"Expected years of schooling, male",Italy,..,12.55028,12.59064,12.37236,12.84025,14.00393,14.88045,15.54501,15.93789,..
"Expected years of schooling, male",Jamaica,..,..,..,..,..,..,10.66452,..,..,..
"Expected years of schooling, male",Japan,..,13.09795,13.69589,13.52907,13.56099,14.36518,14.76723,15.08239,15.28966,..
"Expected years of schooling, male",Jordan,..,11.73782,12.17603,11.81205,11.53354,..,12.45261,13.49944,12.59165,..
"Expected years of schooling, male",Kazakhstan,..,..,..,..,..,..,12.05662,..,..,..
"Expected years of schooling, male",Kenya,..,..,..,9.80693,..,..,8.53358,9.94157,..,..
"Expected years of schooling, male",Kiribati,..,..,11.11948,10.5692,10.38393,10.54968,10.00012,11.73077,..,..
"Expected years of schooling, male","Korea, Dem. People's Rep.",..,..,..,..,..,..,..,..,..,..
"Expected years of schooling, male","Korea, Rep.",..,10.57764,12.22846,13.77414,14.42269,15.28175,16.76314,17.68745,17.49703,..
"Expected years of schooling, male",Kosovo,..,..,..,..,..,..,..,..,..,..
"Expected years of schooling, male",Kuwait,..,9.79861,11.34135,12.37534,10.80966,11.34208,..,..,..,..
"Expected years of schooling, male",Kyrgyz Republic,..,..,..,..,..,..,11.63862,12.1749,11.86266,..
"Expected years of schooling, male",Lao PDR,..,..,6.94942,..,7.20552,7.75237,8.95161,9.85996,10.50783,..
"Expected years of schooling, male",Late-demographic dividend,..,..,..,..,..,..,..,..,..,..
"Expected years of schooling, male",Latin America & Caribbean,10.24654,10.66527,11.37877,11.7666,11.6461,11.75688,12.4192,12.86967,13.11937,..
"Expected years of schooling, male",Latin America & Caribbean (excluding high income),10.19684,10.601,11.35092,11.73191,11.60747,11.72672,12.38332,12.82445,13.0679,..
"Expected years of schooling, male",Latin America & Caribbean (IDA & IBRD),10.23515,10.63302,11.32562,11.73645,11.61706,11.75054,12.40892,12.84826,13.08601,..
"Expected years of schooling, male",Latvia,..,..,..,..,..,..,13.35101,15.06826,14.78177,..
"Expected years of schooling, male",Least developed countries: UN classification,4.903,5.47405,6.1733,6.13938,6.00767,6.50485,7.23001,8.53564,9.62151,..
"Expected years of schooling, male",Lebanon,..,..,..,11.59132,..,..,14.58703,13.43509,13.40398,..
"Expected years of schooling, male",Lesotho,5.92451,6.29794,..,8.26156,8.44491,..,9.83276,10.37482,..,..
"Expected years of schooling, male",Liberia,4.03845,4.89626,..,..,..,..,12.27419,..,..,..
"Expected years of schooling, male",Libya,..,12.44227,12.96183,..,..,..,..,..,..,..
"Expected years of schooling, male",Liechtenstein,..,..,..,..,..,..,..,..,15.56242,..
"Expected years of schooling, male",Lithuania,..,..,..,..,..,11.62233,14.23298,15.57802,15.92597,..
"Expected years of schooling, male",Low & middle income,7.57837,8.25887,8.70961,9.06938,9.16196,9.27574,9.55902,10.42472,11.32684,..
"Expected years of schooling, male",Low income,4.90428,5.67422,6.41539,6.47637,6.28305,6.72084,7.40882,8.7149,9.86846,..
"Expected years of schooling, male",Lower middle income,7.29454,7.50729,8.14595,8.97216,9.01578,9.26358,9.4781,10.24164,10.9535,..
"Expected years of schooling, male",Luxembourg,..,9.91748,9.83631,..,..,..,..,..,13.85164,..
"Expected years of schooling, male","Macao SAR, China",..,..,..,..,12.66607,..,..,..,..,..
"Expected years of schooling, male","Macedonia, FYR",..,..,..,..,..,11.00449,11.79703,11.99513,12.89917,..
"Expected years of schooling, male",Madagascar,..,..,..,..,6.56085,..,..,9.31582,..,..
"Expected years of schooling, male",Malawi,..,..,5.67469,5.40643,5.98788,11.33314,10.56201,9.7822,10.62385,..
"Expected years of schooling, male",Malaysia,..,..,..,..,..,..,..,..,..,..
"Expected years of schooling, male",Maldives,..,..,..,..,..,..,11.76509,..,..,..
"Expected years of schooling, male",Mali,..,..,2.95655,..,2.61895,3.68616,5.36714,..,8.42655,..
"Expected years of schooling, male",Malta,..,11.44651,12.80857,12.93756,13.30885,13.74807,13.61555,14.4901,15.37528,..
"Expected years of schooling, male",Marshall Islands,..,..,..,..,..,..,..,..,..,..
"Expected years of schooling, male",Mauritania,..,..,..,..,4.59031,6.28102,..,7.24763,7.72161,..
"Expected years of schooling, male",Mauritius,..,9.04753,9.29453,9.87197,10.49227,..,12.40028,13.48253,13.77556,..
"Expected years of schooling, male",Mexico,..,..,10.8875,..,..,10.78894,11.62112,12.06431,12.4454,..
"Expected years of schooling, male","Micronesia, Fed. Sts.",..,..,..,..,..,..,..,..,..,..
"Expected years of schooling, male",Middle East & North Africa,7.84826,8.67872,9.74836,10.28236,10.58817,10.87085,11.49324,12.21822,12.79769,..
"Expected years of schooling, male",Middle East & North Africa (excluding high income),7.85218,8.73733,9.86451,10.35799,10.66249,10.83547,11.41621,12.12579,12.60679,..
"Expected years of schooling, male",Middle East & North Africa (IDA & IBRD),7.82584,8.71999,9.85883,10.35744,10.66499,10.84041,11.41624,12.11555,12.60316,..
"Expected years of schooling, male",Middle income,7.92558,8.60642,9.04649,9.49366,9.64898,9.70806,9.98831,10.81899,11.6819,..
"Expected years of schooling, male",Moldova,..,..,..,..,..,10.83705,11.0988,11.48044,11.45702,..
"Expected years of schooling, male",Monaco,..,..,..,..,..,..,..,..,..,..
"Expected years of schooling, male",Mongolia,..,..,..,..,..,..,8.51471,11.82804,13.8918,..
"Expected years of schooling, male",Montenegro,..,..,..,..,..,..,..,12.84396,14.77493,..
"Expected years of schooling, male",Morocco,..,4.85352,..,..,7.70877,8.38966,9.29051,10.61326,11.66627,..
"Expected years of schooling, male",Mozambique,..,..,..,4.86442,..,4.70485,6.70992,8.75527,10.16373,..
"Expected years of schooling, male",Myanmar,..,..,..,..,..,..,..,..,..,..
"Expected years of schooling, male",Namibia,..,..,..,..,..,11.53243,..,11.38978,..,..
"Expected years of schooling, male",Nauru,..,..,..,..,..,..,7.75553,10.00435,..,..
"Expected years of schooling, male",Nepal,..,..,..,..,9.73615,..,10.43972,10.31559,12.07727,..
"Expected years of schooling, male",Netherlands,..,12.84823,13.26999,13.31369,14.96531,17.15814,16.93314,16.62367,17.16039,..
"Expected years of schooling, male",New Caledonia,..,..,..,..,..,..,..,..,..,..
"Expected years of schooling, male",New Zealand,13.05764,13.60115,13.68567,13.85837,14.45411,16.63114,16.55982,18.26801,18.92349,..
"Expected years of schooling, male",Nicaragua,5.13018,5.78953,..,6.52651,..,..,..,..,..,..
"Expected years of schooling, male",Niger,..,1.24782,2.08786,..,2.78683,..,..,4.35936,5.39277,..
"Expected years of schooling, male",Nigeria,..,..,..,..,..,..,8.77565,9.75626,..,..
"Expected years of schooling, male",North America,..,..,14.418,14.54236,15.00242,15.33811,14.89228,15.15616,15.61507,..
"Expected years of schooling, male",Northern Mariana Islands,..,..,..,..,..,..,..,..,..,..
"Expected years of schooling, male",Norway,..,12.73164,12.81495,12.96249,13.6582,15.47526,16.84919,16.82031,16.87541,..
"Expected years of schooling, male",OECD members,12.37294,12.43681,12.72972,12.96424,13.30945,14.083,14.53249,14.82354,15.28837,..
"Expected years of schooling, male",Oman,..,..,4.6835,7.13076,8.61478,9.77158,..,11.76856,..,..
"Expected years of schooling, male",Other small states,6.79763,7.52959,7.92529,8.60374,8.72646,9.31504,10.04646,10.61253,11.10301,..
"Expected years of schooling, male",Pacific island small states,10.23062,10.94096,10.67979,10.31072,10.93619,11.34154,10.76832,11.79664,..,..
"Expected years of schooling, male",Pakistan,..,5.79265,5.11247,..,6.15424,..,..,..,..,..
"Expected years of schooling, male",Palau,..,..,..,..,..,..,..,..,..,..
"Expected years of schooling, male",Panama,8.94966,11.18645,10.95488,10.71892,..,..,11.80506,12.31557,12.46481,..
"Expected years of schooling, male",Papua New Guinea,..,..,..,..,..,5.64399,..,..,..,..
"Expected years of schooling, male",Paraguay,7.45754,..,..,..,..,..,11.78326,12.08935,12.03253,..
"Expected years of schooling, male",Peru,9.98022,..,11.20261,..,..,..,..,13.00221,13.24672,..
"Expected years of schooling, male",Philippines,..,..,..,..,..,..,..,11.22368,..,..
"Expected years of schooling, male",Poland,..,..,..,..,12.12855,12.76714,14.25363,14.4482,14.67075,..
"Expected years of schooling, male",Portugal,..,10.21094,11.1415,..,..,14.68868,15.37002,14.99808,15.95192,..
"Expected years of schooling, male",Post-demographic dividend,..,..,..,..,..,..,..,..,..,..
"Expected years of schooling, male",Pre-demographic dividend,..,..,..,..,..,..,..,..,..,..
"Expected years of schooling, male",Puerto Rico,..,..,..,..,..,..,..,..,14.88591,..
"Expected years of schooling, male",Qatar,..,..,11.50588,12.34985,10.97668,13.003,..,13.71907,12.16382,..
"Expected years of schooling, male",Romania,..,..,..,..,12.02192,10.31014,11.49481,13.35761,15.15717,..
"Expected years of schooling, male",Russian Federation,..,..,..,..,..,..,..,13.19459,..,..
"Expected years of schooling, male",Rwanda,..,..,5.14228,5.75456,5.91324,..,..,..,10.89008,..
"Expected years of schooling, male",Samoa,8.85616,9.87294,..,..,..,..,11.66699,..,..,..
"Expected years of schooling, male",San Marino,..,..,..,..,..,..,..,..,14.64965,..
"Expected years of schooling, male",Sao Tome and Principe,..,..,..,..,..,..,..,10.31685,10.59163,..
"Expected years of schooling, male",Saudi Arabia,..,..,..,..,..,..,..,12.56225,..,..
"Expected years of schooling, male",Senegal,..,..,4.46828,5.19471,..,..,..,..,8.01636,..
"Expected years of schooling, male",Serbia,..,..,..,..,..,..,..,13.02084,13.15793,..
"Expected years of schooling, male",Seychelles,7.67877,8.16819,8.95025,11.32161,..,11.83494,11.77948,12.78632,12.86986,..
"Expected years of schooling, male",Sierra Leone,..,4.95932,..,7.58492,..,..,..,..,..,..
"Expected years of schooling, male",Singapore,..,..,..,..,..,..,..,..,..,..
"Expected years of schooling, male",Sint Maarten (Dutch part),..,..,..,..,..,..,..,..,..,..
"Expected years of schooling, male",Slovak Republic,..,..,..,..,..,11.90813,13.19036,13.98146,14.43569,..
"Expected years of schooling, male",Slovenia,..,..,..,..,..,12.27349,14.15833,16.0528,16.16362,..
"Expected years of schooling, male",Small states,8.53218,8.83713,9.10511,9.42368,9.64163,10.01049,10.39001,11.0118,11.45263,..
"Expected years of schooling, male",Solomon Islands,6.93791,7.24732,..,..,6.55819,..,7.03745,8.7984,..,..
"Expected years of schooling, male",Somalia,..,..,..,..,..,..,..,..,..,..
"Expected years of schooling, male",South Africa,..,..,..,..,11.23498,..,..,..,..,..
"Expected years of schooling, male",South Asia,6.98379,7.30538,7.429,8.14714,8.46502,8.93163,8.93146,9.78972,10.84289,..
"Expected years of schooling, male",South Asia (IDA & IBRD),6.98379,7.30538,7.429,8.14714,8.46502,8.93163,8.93146,9.78972,10.84289,..
"Expected years of schooling, male",South Sudan,..,..,..,..,..,..,..,..,..,..
"Expected years of schooling, male",Spain,..,11.50002,12.59533,13.03002,13.83513,15.09666,15.32038,15.44076,16.43911,..
"Expected years of schooling, male",Sri Lanka,..,..,..,10.4238,..,..,..,..,13.39971,..
"Expected years of schooling, male",St. Kitts and Nevis,..,..,..,12.23796,..,..,..,..,..,..
"Expected years of schooling, male",St. Lucia,..,..,..,10.98485,..,..,..,11.77988,..,..
"Expected years of schooling, male",St. Martin (French part),..,..,..,..,..,..,..,..,..,..
"Expected years of schooling, male",St. Vincent and the Grenadines,..,..,..,..,..,..,12.29256,..,..,..
"Expected years of schooling, male",Sub-Saharan Africa,5.02798,5.53815,6.87503,7.33151,6.76471,6.95556,7.66926,8.92432,9.71002,..
"Expected years of schooling, male",Sub-Saharan Africa (excluding high income),5.02643,5.53679,6.8744,7.3293,6.76134,6.95125,7.66748,8.92511,9.71112,..
"Expected years of schooling, male",Sub-Saharan Africa (IDA & IBRD),5.02798,5.53815,6.87503,7.33151,6.76471,6.95556,7.66926,8.92432,9.71002,..
"Expected years of schooling, male",Sudan,..,..,..,..,..,..,..,6.4564,7.30759,..
"Expected years of schooling, male",Suriname,..,..,..,..,11.00058,..,..,..,..,..
"Expected years of schooling, male",Swaziland,7.12821,..,..,..,..,..,9.53173,10.15509,..,..
"Expected years of schooling, male",Sweden,..,12.1545,12.70216,12.11398,12.66527,15.13889,17.18267,15.16667,15.21299,..
"Expected years of schooling, male",Switzerland,..,..,13.13428,13.31924,13.94899,15.05575,15.55789,15.49163,15.70381,..
"Expected years of schooling, male",Syrian Arab Republic,..,11.21778,11.17874,11.65145,11.23256,10.32199,..,11.65468,12.20327,..
"Expected years of schooling, male",Tajikistan,..,..,..,..,..,..,10.58523,11.73216,11.9401,..
"Expected years of schooling, male",Tanzania,3.11697,4.59929,..,6.0209,..,5.54846,..,..,9.20124,..
"Expected years of schooling, male",Thailand,..,..,..,..,..,..,..,12.21573,12.90695,..
"Expected years of schooling, male",Timor-Leste,..,..,..,..,..,..,..,..,13.66468,..
"Expected years of schooling, male",Togo,..,8.33494,12.29664,..,9.81599,10.54272,11.39736,11.84192,..,..
"Expected years of schooling, male",Tonga,11.8873,..,..,13.33575,..,..,..,..,..,..
"Expected years of schooling, male",Trinidad and Tobago,..,..,..,10.97407,..,..,..,..,..,..
"Expected years of schooling, male",Tunisia,..,9.16295,9.85053,11.04437,11.48402,12.12855,13.14461,13.93399,14.03535,..
"Expected years of schooling, male",Turkey,..,..,..,..,10.12948,10.81593,..,12.75472,14.42685,..
"Expected years of schooling, male",Turkmenistan,..,..,..,..,..,..,..,..,..,..
"Expected years of schooling, male",Turks and Caicos Islands,..,..,..,..,..,..,..,..,..,..
"Expected years of schooling, male",Tuvalu,..,..,..,..,..,..,..,..,..,..
"Expected years of schooling, male",Uganda,..,4.19586,..,..,6.42553,..,11.35566,..,10.7744,..
"Expected years of schooling, male",Ukraine,..,..,..,..,..,..,12.99423,14.57444,14.60341,..
"Expected years of schooling, male",United Arab Emirates,..,..,8.53319,9.82103,10.28795,..,..,..,..,..
"Expected years of schooling, male",United Kingdom,..,13.05551,12.9981,13.18749,13.61916,..,15.82564,16.10737,16.0177,..
"Expected years of schooling, male",United States,..,..,..,14.14104,14.85472,15.30404,14.9434,15.24259,15.74286,..
"Expected years of schooling, male",Upper middle income,..,9.51826,9.88407,10.09346,10.34852,10.16624,10.64587,11.68052,12.80992,..
"Expected years of schooling, male",Uruguay,..,..,..,..,..,..,13.448,14.25393,14.42254,..
"Expected years of schooling, male",Uzbekistan,..,..,..,..,..,..,10.89212,11.91772,12.11749,..
"Expected years of schooling, male",Vanuatu,..,..,..,..,..,..,10.05836,..,..,..
"Expected years of schooling, male","Venezuela, RB",..,..,..,..,..,..,9.92659,..,..,..
"Expected years of schooling, male",Vietnam,..,..,..,..,..,..,..,..,..,..
"Expected years of schooling, male",Virgin Islands (U.S.),..,..,..,..,..,..,..,..,..,..
"Expected years of schooling, male",West Bank and Gaza,..,..,..,..,..,..,11.16132,12.51867,12.74815,..
"Expected years of schooling, male",World,8.52544,8.97587,9.36671,9.66422,9.76084,9.87731,10.18758,10.97085,11.80812,..
"Expected years of schooling, male","Yemen, Rep.",..,..,..,..,..,..,..,10.64802,9.94199,..
"Expected years of schooling, male",Zambia,7.83084,..,..,..,..,..,..,..,..,..
"Expected years of schooling, male",Zimbabwe,..,..,..,..,..,..,10.10072,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Afghanistan,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Albania,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Algeria,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),American Samoa,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Andorra,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Angola,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Antigua and Barbuda,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Arab World,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Argentina,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Armenia,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Aruba,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Australia,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Austria,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Azerbaijan,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),"Bahamas, The",..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Bahrain,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Bangladesh,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Barbados,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Belarus,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Belgium,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Belize,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Benin,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Bermuda,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Bhutan,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Bolivia,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Bosnia and Herzegovina,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Botswana,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Brazil,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),British Virgin Islands,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Brunei Darussalam,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Bulgaria,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Burkina Faso,..,..,..,..,..,..,..,..,77.3,..
Female genital mutilation prevalence (%): Q1 (lowest),Burundi,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Cabo Verde,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Cambodia,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Cameroon,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Canada,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Caribbean small states,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Cayman Islands,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Central African Republic,..,..,..,..,..,49.3,..,..,33.6,..
Female genital mutilation prevalence (%): Q1 (lowest),Central Europe and the Baltics,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Chad,..,..,..,..,..,..,..,..,52.9,..
Female genital mutilation prevalence (%): Q1 (lowest),Channel Islands,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Chile,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),China,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Colombia,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Comoros,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),"Congo, Dem. Rep.",..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),"Congo, Rep.",..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Costa Rica,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Cote d'Ivoire,..,..,..,..,..,..,..,50.3,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Croatia,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Cuba,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Curacao,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Cyprus,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Czech Republic,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Denmark,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Djibouti,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Dominica,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Dominican Republic,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Early-demographic dividend,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),East Asia & Pacific,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),East Asia & Pacific (excluding high income),..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),East Asia & Pacific (IDA & IBRD),..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Ecuador,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),"Egypt, Arab Rep.",..,..,..,..,..,99.3,98,97.8,..,94.4
Female genital mutilation prevalence (%): Q1 (lowest),El Salvador,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Equatorial Guinea,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Eritrea,..,..,..,..,..,96.1,..,..,89.4,..
Female genital mutilation prevalence (%): Q1 (lowest),Estonia,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Ethiopia,..,..,..,..,..,..,82.9,73,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Euro area,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Europe & Central Asia,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Europe & Central Asia (excluding high income),..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Europe & Central Asia (IDA & IBRD),..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),European Union,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Faroe Islands,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Fiji,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Finland,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Fragile and conflict affected situations,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),France,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),French Polynesia,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Gabon,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),"Gambia, The",..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Georgia,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Germany,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Ghana,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Gibraltar,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Greece,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Greenland,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Grenada,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Guam,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Guatemala,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Guinea,..,..,..,..,..,..,..,96.7,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Guinea-Bissau,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Guyana,..,..,..,..,..,..,..,..,..,..
Female genital mutilation prevalence (%): Q1 (lowest),Haiti,..,..,..,..,..,..,..,..,..,..
